Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2
2017,3,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",375,1009,299.93,DL,0.4048,290.87,AA,0.2833,285.2,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,2,30994,30693,"Charleston, SC","Nashville, TN",439,184,221.17,WN,0.7644,206.68,WN,0.7644,206.68,1,"Charleston, SC
(32.77647, -79.931027)","Nashville, TN
(36.166687, -86.779932)"
2017,1,31454,31123,"Orlando, FL","St. Louis, MO",882,1023,182.76,WN,0.652,208.36,F9,0.2522,99,1,"Orlando, FL
(28.538331, -81.378879)","St. Louis, MO
(38.630276, -90.200309)"
2017,1,32898,31454,"Latrobe, PA","Orlando, FL",823,172,93.07,NK,1,93.07,NK,1,93.07,1,"Latrobe, PA
(40.318276, -79.381082)","Orlando, FL
(28.538331, -81.378879)"
2017,2,34100,31123,"Philadelphia, PA","St. Louis, MO",814,526,280.23,AA,0.5205,295.65,WN,0.4317,258.42,1,"Philadelphia, PA
(39.951061, -75.16562)","St. Louis, MO
(38.630276, -90.200309)"
2017,1,30713,30466,"Boise, ID","Phoenix, AZ",735,352,201.48,AA,0.4174,195.64,AA,0.4174,195.64,1,"Boise, ID
(43.597772, -83.884521)","Phoenix, AZ
(30.406931, -87.217578)"
2017,1,32945,32467,"Lexington, KY","Miami, FL (Metropolitan Area)",880,160,180.97,G4,0.5761,97.69,G4,0.5761,97.69,1,"Lexington, KY
(34.052238, -118.243344)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
2017,3,33316,31454,"Omaha, NE","Orlando, FL",1211,270,173.62,WN,0.5842,168.43,WN,0.5842,168.43,1,"Omaha, NE
(46.07035, -93.666319)","Orlando, FL
(28.538331, -81.378879)"
2017,3,30140,34057,"Albuquerque, NM","Portland, OR",1111,247,216.15,WN,0.6439,210.33,AS,0.1781,194.99,1,"Albuquerque, NM
(35.084248, -106.649241)","Portland, OR
(45.516018, -122.681425)"
2017,2,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,715,184.76,WN,0.4656,201.51,F9,0.2982,107.6,1,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Phoenix, AZ
(30.406931, -87.217578)"
2017,2,30325,30198,"Denver, CO","Pittsburgh, PA",1290,611,211.09,UA,0.3596,251.62,F9,0.2403,110.87,1,"Denver, CO
(39.738453, -104.984853)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,1,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",878,698,166.32,WN,0.6824,173.53,G4,0.1465,88.42,1,"Pittsburgh, PA
(40.442169, -79.994945)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,3,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,1441,279.99,AA,0.461,289.99,WN,0.3284,265.75,1,"Phoenix, AZ
(30.406931, -87.217578)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,3,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",641,299,332.65,AA,0.7024,341.51,DL,0.2693,314.31,1,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,34614,33195,"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",1888,191,271.65,WN,0.2648,259.22,UA,0.2228,228.83,1,"Salt Lake City, UT
(40.758478, -111.888142)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,3,30713,33570,"Boise, ID","San Diego, CA",749,334,145.21,WN,0.5866,134.93,WN,0.5866,134.93,1,"Boise, ID
(43.597772, -83.884521)","San Diego, CA
(32.71576, -117.163817)"
2017,2,31453,34100,"Houston, TX","Philadelphia, PA",1336,1046,245.92,UA,0.4007,282.79,F9,0.1211,91.05,1,"Houston, TX
(29.760803, -95.369506)","Philadelphia, PA
(39.951061, -75.16562)"
2017,3,30792,30466,"Buffalo, NY","Phoenix, AZ",1912,194,299.62,WN,0.7209,292.85,WN,0.7209,292.85,1,"Buffalo, NY
(39.945422, -78.64671)","Phoenix, AZ
(30.406931, -87.217578)"
2017,3,30977,31714,"Chicago, IL","Fort Myers, FL",1120,1101,151.16,WN,0.3775,148.08,WN,0.3775,148.08,1,"Chicago, IL
(41.775002, -87.696388)","Fort Myers, FL
(40.253979, -103.801495)"
2017,3,34100,31123,"Philadelphia, PA","St. Louis, MO",814,504,272.36,AA,0.5401,284.01,WN,0.4129,258.57,1,"Philadelphia, PA
(39.951061, -75.16562)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,30325,33570,"Denver, CO","San Diego, CA",853,1964,137.89,WN,0.5065,148.67,F9,0.1893,79.74,1,"Denver, CO
(39.738453, -104.984853)","San Diego, CA
(32.71576, -117.163817)"
2017,3,31714,30198,"Fort Myers, FL","Pittsburgh, PA",966,232,187.39,WN,0.7589,179.39,WN,0.7589,179.39,1,"Fort Myers, FL
(40.253979, -103.801495)","Pittsburgh, PA
(40.442169, -79.994945)"
2017,2,31714,33342,"Fort Myers, FL","Milwaukee, WI",1183,392,205.18,WN,0.5685,218.58,DL,0.2795,195.47,1,"Fort Myers, FL
(40.253979, -103.801495)","Milwaukee, WI
(43.041072, -87.909421)"
2017,2,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,2937,172.91,AA,0.4332,210.91,NK,0.1561,87.78,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Las Vegas, NV
(36.169202, -115.140597)"
2017,2,30529,31650,"Hartford, CT","Minneapolis/St. Paul, MN",1050,361,286.01,DL,0.8528,290.66,WN,0.0645,221.43,1,"Hartford, CT
(41.765775, -72.673356)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
2017,1,31453,34057,"Houston, TX","Portland, OR",1843,368,268.89,UA,0.4941,287.97,WN,0.3195,233.34,1,"Houston, TX
(29.760803, -95.369506)","Portland, OR
(45.516018, -122.681425)"
2017,3,32211,33316,"Las Vegas, NV","Omaha, NE",1099,338,207.2,WN,0.7885,209.77,F9,0.0686,126.34,1,"Las Vegas, NV
(36.169202, -115.140597)","Omaha, NE
(46.07035, -93.666319)"
2017,2,33342,30559,"Milwaukee, WI","Seattle, WA",1694,353,243.86,DL,0.314,237.67,WN,0.2551,234.15,1,"Milwaukee, WI
(43.041072, -87.909421)","Seattle, WA
(47.603229, -122.33028)"
2017,2,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",641,326,347.4,AA,0.7077,346.24,AA,0.7077,346.24,1,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,33851,30466,"Oklahoma City, OK","Phoenix, AZ",833,218,263.28,WN,0.8366,257.07,WN,0.8366,257.07,1,"Oklahoma City, OK
(35.468494, -97.521264)","Phoenix, AZ
(30.406931, -87.217578)"
2017,3,30977,30189,"Chicago, IL","Colorado Springs, CO",917,219,157.57,F9,0.4633,74.65,F9,0.4633,74.65,1,"Chicago, IL
(41.775002, -87.696388)","Colorado Springs, CO
(38.835224, -104.819798)"
2017,1,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,295,145.68,AS,0.9898,145.53,AS,0.9898,145.53,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Santa Rosa, CA
(38.439698, -122.715642)"
2017,2,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",677,1484,192.4,B6,0.339,170.97,B6,0.339,170.97,1,"Charleston, SC
(32.77647, -79.931027)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,31066,30325,"Columbus, OH","Denver, CO",1154,653,174.6,WN,0.3752,197.31,F9,0.2791,91.76,1,"Columbus, OH
(39.962649, -82.996216)","Denver, CO
(39.738453, -104.984853)"
2017,3,30994,32467,"Charleston, SC","Miami, FL (Metropolitan Area)",489,306,144.57,AA,0.5423,147.43,B6,0.3337,127.63,1,"Charleston, SC
(32.77647, -79.931027)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
2017,1,30423,30977,"Austin, TX","Chicago, IL",977,976,271.97,AA,0.4076,270.96,WN,0.3132,264.36,1,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)"
2017,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2847,264.38,AA,0.4234,274.68,UA,0.2387,257.83,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Phoenix, AZ
(30.406931, -87.217578)"
2017,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2218,3093,224.24,DL,0.284,243.08,F9,0.1076,112.09,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Orlando, FL
(28.538331, -81.378879)"
2017,2,32206,31453,"Harlingen/San Benito, TX","Houston, TX",295,231,189.88,WN,0.8978,187.61,WN,0.8978,187.61,1,"Harlingen/San Benito, TX
(40.8078, -73.945801)","Houston, TX
(29.760803, -95.369506)"
2017,3,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",931,206,282.07,AA,0.5863,318.9,WN,0.1441,210.05,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Grand Rapids, MI
(47.925705, -97.036068)"
2017,1,31454,34321,"Orlando, FL","Portland, ME",1214,231,211.23,WN,0.3615,195.64,B6,0.1764,192.38,1,"Orlando, FL
(28.538331, -81.378879)","Portland, ME
(45.516018, -122.681425)"
2017,1,34685,30852,"Savannah, GA","Washington, DC (Metropolitan Area)",549,223,218.69,AA,0.3257,245.48,G4,0.1164,85.13,1,"Savannah, GA
(40.115007, -111.654713)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",409,2091,169.86,DL,0.569,190.99,WN,0.2072,130.98,1,"Detroit, MI
(42.332916, -83.047853)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,4101,177.4,WN,0.5625,175.6,WN,0.5625,175.6,1,"Phoenix, AZ
(30.406931, -87.217578)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,3,33316,31123,"Omaha, NE","St. Louis, MO",342,208,188.8,WN,0.953,186.9,WN,0.953,186.9,1,"Omaha, NE
(46.07035, -93.666319)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,31057,31066,"Charlotte, NC","Columbus, OH",347,187,282.95,AA,0.8846,288.49,WN,0.0481,213.57,1,"Charlotte, NC
(35.222936, -80.840161)","Columbus, OH
(39.962649, -82.996216)"
2017,3,30325,30529,"Denver, CO","Hartford, CT",1671,432,287.57,WN,0.5124,269.43,WN,0.5124,269.43,1,"Denver, CO
(39.738453, -104.984853)","Hartford, CT
(41.765775, -72.673356)"
2017,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",1002,455,287.31,AA,0.3599,264.96,AA,0.3599,264.96,1,"Memphis, TN
(35.143378, -90.052136)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,3,31454,35096,"Orlando, FL","Syracuse, NY",1053,259,206.76,B6,0.5508,209.61,DL,0.1791,206.04,1,"Orlando, FL
(28.538331, -81.378879)","Syracuse, NY
(43.047945, -76.147448)"
2017,2,33198,33192,"Kansas City, MO","Sacramento, CA",1442,185,273.65,WN,0.6156,270.21,WN,0.6156,270.21,1,"Kansas City, MO
(39.099792, -94.578559)","Sacramento, CA
(38.582087, -121.50012)"
2017,3,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,10779,345.23,UA,0.3177,392.98,B6,0.157,299.25,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,3,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",1310,1164,168.12,DL,0.5527,191.65,NK,0.1455,77.67,1,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)"
2017,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",2218,395,202.11,B6,0.4838,168.08,B6,0.4838,168.08,1,"Buffalo, NY
(39.945422, -78.64671)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,1,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,2346,188.06,AA,0.5904,206.09,WN,0.259,177.33,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Orlando, FL
(28.538331, -81.378879)"
2017,1,30423,33570,"Austin, TX","San Diego, CA",1164,414,275.96,WN,0.7152,274.51,WN,0.7152,274.51,1,"Austin, TX
(30.264979, -97.746598)","San Diego, CA
(32.71576, -117.163817)"
2017,2,32337,34082,"Indianapolis, IN","Punta Gorda, FL",916,187,83.64,G4,1,83.64,G4,1,83.64,1,"Indianapolis, IN
(39.76845, -86.156212)","Punta Gorda, FL
(40.881194, -88.628678)"
2017,2,31136,34100,"Jacksonville, FL","Philadelphia, PA",742,323,292.68,AA,0.7089,319,WN,0.1244,201.03,1,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)"
2017,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,6200,197.62,AA,0.5128,229.48,WN,0.2148,177.75,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,3,30423,31123,"Austin, TX","St. Louis, MO",721,335,186.56,WN,0.8316,177.4,WN,0.8316,177.4,1,"Austin, TX
(30.264979, -97.746598)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,30466,34570,"Phoenix, AZ","Reno, NV",601,379,223.53,WN,0.5676,224.18,AA,0.4163,223.1,1,"Phoenix, AZ
(30.406931, -87.217578)","Reno, NV
(30.177159, -95.162771)"
2017,3,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",433,342,148.38,AS,0.881,149.36,UA,0.1066,140.74,1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Santa Rosa, CA
(38.439698, -122.715642)"
2017,1,30325,33316,"Denver, CO","Omaha, NE",472,573,152.35,WN,0.5113,154.81,WN,0.5113,154.81,1,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)"
2017,2,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,677,221.21,AA,0.6296,250.89,NK,0.135,85.4,1,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
2017,2,32448,30852,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",888,190,286.66,DL,0.48,288.78,AA,0.4678,287.73,1,"Jackson/Vicksburg, MS
(30.325968, -81.65676)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,31453,32211,"Houston, TX","Las Vegas, NV",1235,1993,189.37,UA,0.3737,237.66,NK,0.1744,97.31,1,"Houston, TX
(29.760803, -95.369506)","Las Vegas, NV
(36.169202, -115.140597)"
2017,1,30977,30194,"Chicago, IL","Dallas/Fort Worth, TX",802,3563,171.29,AA,0.4625,197.35,WN,0.3053,140.32,1,"Chicago, IL
(41.775002, -87.696388)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
2017,3,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",1995,747,286.7,AA,0.3344,304.87,WN,0.3104,253.64,1,"Columbus, OH
(39.962649, -82.996216)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,1,32467,33342,"Miami, FL (Metropolitan Area)","Milwaukee, WI",1258,540,191.2,WN,0.6961,180.84,WN,0.6961,180.84,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Milwaukee, WI
(43.041072, -87.909421)"
2017,1,30713,33192,"Boise, ID","Sacramento, CA",437,226,129.91,AS,0.4708,123.01,AS,0.4708,123.01,1,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)"
2017,1,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",2036,329,269.24,DL,0.4553,338.94,F9,0.3243,99.54,1,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,566,295.07,AA,0.5256,298.11,WN,0.3441,287.14,1,"Phoenix, AZ
(30.406931, -87.217578)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,459,180.92,WN,0.8438,184.4,G4,0.0585,65.44,1,"New Orleans, LA
(29.950621, -90.074948)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
2017,2,30325,34057,"Denver, CO","Portland, OR",991,1484,164.23,WN,0.3688,180.56,F9,0.2895,94.82,1,"Denver, CO
(39.738453, -104.984853)","Portland, OR
(45.516018, -122.681425)"
2017,2,30397,33570,"Atlanta, GA (Metropolitan Area)","San Diego, CA",1892,784,302.79,DL,0.6681,320.09,WN,0.2161,260.35,1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Diego, CA
(32.71576, -117.163817)"
2017,1,32467,34025,"Miami, FL (Metropolitan Area)","Plattsburgh, NY",1355,307,114.05,NK,0.5092,101.04,NK,0.5092,101.04,1,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Plattsburgh, NY
(44.699668, -73.451807)"
2017,3,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",343,1457,153.31,UA,0.4891,154.94,WN,0.3091,133.47,1,"Chicago, IL
(41.775002, -87.696388)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
2017,2,31057,31453,"Charlotte, NC","Houston, TX",920,725,205.17,AA,0.4421,215.9,WN,0.1606,177.18,1,"Charlotte, NC
(35.222936, -80.840161)","Houston, TX
(29.760803, -95.369506)"
2017,3,32337,34492,"Indianapolis, IN","Raleigh/Durham, NC",489,209,208.78,DL,0.6488,205.8,WN,0.1517,204.39,1,"Indianapolis, IN
(39.76845, -86.156212)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,3,31986,30466,"Grand Rapids, MI","Phoenix, AZ",1574,207,198.91,G4,0.4769,121.87,G4,0.4769,121.87,1,"Grand Rapids, MI
(47.925705, -97.036068)","Phoenix, AZ
(30.406931, -87.217578)"
2017,3,30581,31703,"Bangor, ME","New York City, NY (Metropolitan Area)",393,237,205.07,DL,0.6784,206.5,UA,0.2222,201.66,1,"Bangor, ME
(44.801602, -68.771334)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
2017,1,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,215,200.29,WN,0.6589,184.2,WN,0.6589,184.2,1,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,31714,34100,"Fort Myers, FL","Philadelphia, PA",993,264,233.97,AA,0.842,235.69,WN,0.0494,188.22,1,"Fort Myers, FL
(40.253979, -103.801495)","Philadelphia, PA
(39.951061, -75.16562)"
2017,3,30325,30466,"Denver, CO","Phoenix, AZ",602,2995,124.73,WN,0.6128,125.1,AA,0.1997,122.98,1,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)"
2017,2,31136,32211,"Jacksonville, FL","Las Vegas, NV",1965,220,281.08,WN,0.4082,237.31,WN,0.4082,237.31,1,"Jacksonville, FL
(30.325968, -81.65676)","Las Vegas, NV
(36.169202, -115.140597)"
2017,1,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",406,229,217.16,AA,0.8568,218,WN,0.0403,196.09,1,"Dayton, OH
(39.760982, -84.192203)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,2,30423,30325,"Austin, TX","Denver, CO",775,1317,149.48,WN,0.5534,158.15,F9,0.1256,85.2,1,"Austin, TX
(30.264979, -97.746598)","Denver, CO
(39.738453, -104.984853)"
2017,3,34057,31123,"Portland, OR","St. Louis, MO",1708,354,243.07,WN,0.5278,241.28,WN,0.5278,241.28,1,"Portland, OR
(45.516018, -122.681425)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,31703,33192,"New York City, NY (Metropolitan Area)","Sacramento, CA",2553,718,285.57,B6,0.3897,247.46,B6,0.3897,247.46,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Sacramento, CA
(38.582087, -121.50012)"
2017,2,30325,33244,"Denver, CO","Memphis, TN",872,305,163.54,F9,0.5303,91.08,F9,0.5303,91.08,1,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
2017,1,34057,30852,"Portland, OR","Washington, DC (Metropolitan Area)",2358,672,288.88,AS,0.3896,297.77,WN,0.162,243.59,1,"Portland, OR
(45.516018, -122.681425)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
2017,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,802,254.51,UA,0.4049,320.53,NK,0.2728,120.03,1,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
2017,2,30977,31453,"Chicago, IL","Houston, TX",945,3007,187.2,WN,0.3987,164.44,WN,0.3987,164.44,1,"Chicago, IL
(41.775002, -87.696388)","Houston, TX
(29.760803, -95.369506)"
2017,2,32211,31454,"Las Vegas, NV","Orlando, FL",2039,1200,204.49,WN,0.4618,228.52,F9,0.3198,114.61,1,"Las Vegas, NV
(36.169202, -115.140597)","Orlando, FL
(28.538331, -81.378879)"
2017,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",917,409,217.94,B6,0.6092,211.97,B6,0.6092,211.97,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Savannah, GA
(40.115007, -111.654713)"
2017,2,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,4192,343.02,UA,0.4294,353.7,VX,0.1235,343.18,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
2017,1,31057,31453,"Charlotte, NC","Houston, TX",920,602,209.14,AA,0.4529,220.25,WN,0.1098,177.24,1,"Charlotte, NC
(35.222936, -80.840161)","Houston, TX
(29.760803, -95.369506)"
2017,3,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",604,217,245.33,AA,0.6348,262.76,WN,0.2511,201.65,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Pensacola, FL
(30.406931, -87.217578)"
2017,2,30977,33214,"Chicago, IL","San Antonio, TX",1041,941,200.62,WN,0.3777,201.22,WN,0.3777,201.22,1,"Chicago, IL
(41.775002, -87.696388)","San Antonio, TX
(29.425173, -98.494599)"
2017,3,30721,33316,"Boston, MA (Metropolitan Area)","Omaha, NE",1282,227,265.1,WN,0.3806,243.85,WN,0.3806,243.85,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Omaha, NE
(46.07035, -93.666319)"
2017,2,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,1586,221.89,B6,0.6102,233.69,WN,0.1308,232.06,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Fort Myers, FL
(40.253979, -103.801495)"
2017,1,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",640,437,200.13,WN,0.4484,181.51,WN,0.4484,181.51,1,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)"
2017,3,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",1709,1502,177.97,AA,0.2993,216.92,NK,0.1238,80.73,1,"Denver, CO
(39.738453, -104.984853)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)"
2017,3,34570,33570,"Reno, NV","San Diego, CA",488,418,189.75,WN,0.9224,187.29,AS,0.0104,155.76,1,"Reno, NV
(30.177159, -95.162771)","San Diego, CA
(32.71576, -117.163817)"
2017,3,30977,33105,"Chicago, IL","Cincinnati, OH",264,849,124.32,WN,0.2785,101.7,WN,0.2785,101.7,1,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
2017,3,31454,30559,"Orlando, FL","Seattle, WA",2554,986,268.52,AS,0.3392,289.27,UA,0.15,199.13,1,"Orlando, FL
(28.538331, -81.378879)","Seattle, WA
(47.603229, -122.33028)"
2017,1,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",319,393,209.21,WN,0.7673,207.07,WN,0.7673,207.07,1,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Midland/Odessa, TX
(31.997433, -102.078043)"
2017,1,30325,33495,"Denver, CO","New Orleans, LA",1062,803,201.17,WN,0.4635,209,F9,0.2295,124.08,1,"Denver, CO
(39.738453, -104.984853)","New Orleans, LA
(29.950621, -90.074948)"
2017,2,33105,30466,"Cincinnati, OH","Phoenix, AZ",1569,468,149.73,F9,0.5582,96.82,G4,0.1576,94.32,1,"Cincinnati, OH
(39.104427, -84.513808)","Phoenix, AZ
(30.406931, -87.217578)"
2017,1,30693,34492,"Nashville, TN","Raleigh/Durham, NC",442,397,208.42,WN,0.8205,204.55,UA,0.0132,179.01,1,"Nashville, TN
(36.166687, -86.779932)","Raleigh/Durham, NC
(42.673348, -72.179683)"
2017,3,33105,33570,"Cincinnati, OH","San Diego, CA",1865,262,190.14,F9,0.4613,103.02,F9,0.4613,103.02,1,"Cincinnati, OH
(39.104427, -84.513808)","San Diego, CA
(32.71576, -117.163817)"
2017,2,30693,30559,"Nashville, TN","Seattle, WA",1978,530,278.93,AS,0.3725,283.17,UA,0.1071,238.82,1,"Nashville, TN
(36.166687, -86.779932)","Seattle, WA
(47.603229, -122.33028)"
2017,2,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",1553,219,281.31,WN,0.3176,266.65,WN,0.3176,266.65,1,"Denver, CO
(39.738453, -104.984853)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
2017,1,30792,30194,"Buffalo, NY","Dallas/Fort Worth, TX",1212,163,216.81,AA,0.3742,236.34,WN,0.2822,206.65,1,"Buffalo, NY
(39.945422, -78.64671)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
2017,2,33316,30466,"Omaha, NE","Phoenix, AZ",1037,520,204.47,WN,0.5772,201.18,WN,0.5772,201.18,1,"Omaha, NE
(46.07035, -93.666319)","Phoenix, AZ
(30.406931, -87.217578)"
2017,2,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",929,1711,237.13,WN,0.3162,227.76,WN,0.3162,227.76,1,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","St. Louis, MO
(38.630276, -90.200309)"
2017,3,30977,34027,"Chicago, IL","West Palm Beach/Palm Beach, FL",1144,222,226.73,AA,0.6402,233.4,DL,0.2824,220.33,1,"Chicago, IL
(41.775002, -87.696388)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
2017,1,31453,33342,"Houston, TX","Milwaukee, WI",1004,205,251.93,WN,0.3007,187.52,WN,0.3007,187.52,1,"Houston, TX
(29.760803, -95.369506)","Milwaukee, WI
(43.041072, -87.909421)"
