tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table1a,2018,3,31986,32457,"Grand Rapids, MI","San Francisco, CA (Metropolitan Area)",11986,14771,GRR,SFO,1966,132,321.38,UA,0.4091,309.86,UA,0.4091,309.86,,,201831198614771GRRSFO
Table1a,2018,3,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",11986,15304,GRR,TPA,1044,92,211.44,DL,0.5347,222.44,WN,0.2332,180,,,201831198615304GRRTPA
Table1a,2018,3,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",11986,15070,GRR,SWF,656,4,236.35,AA,0.5135,231.79,AA,0.5135,231.79,,,201831198615070GRRSWF
Table1a,2018,3,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,14908,GRR,SNA,1874,77,306.21,DL,0.339,340.22,WN,0.1262,270.7,,,201831198614908GRRSNA
Table1a,2018,3,31986,30466,"Grand Rapids, MI","Phoenix, AZ",11986,14107,GRR,PHX,1574,127,284.55,WN,0.308,257.15,UA,0.1997,254.78,,,201831198614107GRRPHX
Table1a,2018,3,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",11986,12478,GRR,JFK,656,11,268.74,DL,0.5524,274.22,DL,0.5524,274.22,,,201831198612478GRRJFK
Table1a,2018,3,31986,32457,"Grand Rapids, MI","San Francisco, CA (Metropolitan Area)",11986,14831,GRR,SJC,1966,47,310.63,DL,0.3218,347.22,UA,0.2593,278.22,,,201831198614831GRRSJC
Table1a,2018,3,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",11986,14112,GRR,PIE,1044,156,86.38,G4,1,86.38,G4,1,86.38,,,201831198614112GRRPIE
Table1a,2018,3,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",11986,12391,GRR,ISP,656,5,227.63,WN,0.6977,211.8,WN,0.6977,211.8,,,201831198612391GRRISP
Table1a,2018,3,31986,30852,"Grand Rapids, MI","Washington, DC (Metropolitan Area)",11986,10821,GRR,BWI,528,139,171.05,WN,0.7811,156.64,WN,0.7811,156.64,,,201831198610821GRRBWI
Table1a,2018,3,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,10800,GRR,BUR,1874,7,328.64,WN,0.5833,295.87,WN,0.5833,295.87,,,201831198610800GRRBUR
Table1a,2018,3,31986,30466,"Grand Rapids, MI","Phoenix, AZ",11986,10466,GRR,AZA,1574,104,131.6,G4,1,131.6,G4,1,131.6,,,201831198610466GRRAZA
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,12391,GSO,ISP,492,3,260.99,AA,0.9667,264.39,AA,0.9667,264.39,,,201831199512391GSOISP
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,11618,GSO,EWR,492,146,201.59,UA,0.9164,195.77,UA,0.9164,195.77,,,201831199511618GSOEWR
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,12197,GSO,HPN,492,10,232.58,AA,0.7527,225.01,AA,0.7527,225.01,,,201831199512197GSOHPN
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,12478,GSO,JFK,492,5,280.19,AA,0.4694,314.86,DL,0.4286,266.63,,,201831199512478GSOJFK
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,12953,GSO,LGA,492,397,180.53,DL,0.6398,181.89,AA,0.3501,177.66,,,201831199512953GSOLGA
Table1a,2018,3,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",11995,15070,GSO,SWF,492,2,269.71,AA,0.5882,241.3,AA,0.5882,241.3,,,201831199515070GSOSWF
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12197,GSP,HPN,643,14,245.34,AA,0.6349,250.77,DL,0.3413,236.19,,,201831199612197GSPHPN
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12478,GSP,JFK,643,19,241.83,AA,0.5698,253.11,DL,0.3779,230.5,,,201831199612478GSPJFK
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12391,GSP,ISP,643,5,242.3,AA,0.8864,246.15,WN,0.1136,212.2,,,201831199612391GSPISP
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,15070,GSP,SWF,643,5,240.02,AA,0.7,235.68,AA,0.7,235.68,,,201831199615070GSPSWF
Table1a,2018,3,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",11996,10821,GSP,BWI,426,55,216.7,WN,0.3559,183.87,WN,0.3559,183.87,,,201831199610821GSPBWI
Table1a,2018,3,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",11996,11278,GSP,DCA,426,144,209.73,AA,0.8901,209.33,WN,0.0324,164.24,,,201831199611278GSPDCA
Table1a,2018,3,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",11996,12264,GSP,IAD,426,61,193.92,UA,0.8259,183.25,WN,0.048,154.81,,,201831199612264GSPIAD
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,12953,GSP,LGA,643,255,186.5,DL,0.8735,182.77,WN,0.0256,165.85,,,201831199612953GSPLGA
Table1a,2018,3,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",11996,11618,GSP,EWR,643,180,206.41,UA,0.9017,198.35,UA,0.9017,198.35,,,201831199611618GSPEWR
Table1a,2018,3,32206,31453,"Harlingen/San Benito, TX","Houston, TX",12206,12266,HRL,IAH,295,33,193.17,UA,1,193.17,UA,1,193.17,,,201831220612266HRLIAH
Table1a,2018,3,32206,31453,"Harlingen/San Benito, TX","Houston, TX",12206,12191,HRL,HOU,295,189,180.26,WN,0.9989,180.29,WN,0.9989,180.29,,,201831220612191HRLHOU
Table1a,2018,3,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,14831,BDL,SJC,2625,58,333.32,WN,0.3596,278.92,WN,0.3596,278.92,,,201831052914831BDLSJC
Table1a,2018,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12954,BDL,LGB,2527,4,256.11,WN,0.775,241.68,WN,0.775,241.68,,,201831052912954BDLLGB
Table1a,2018,3,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",10529,13303,BDL,MIA,1194,184,184.78,AA,0.8806,179.39,AA,0.8806,179.39,,,201831052913303BDLMIA
Table1a,2018,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12892,BDL,LAX,2527,442,317.72,AA,0.5345,336.39,UA,0.1917,263.27,,,201831052912892BDLLAX
Table1a,2018,3,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,13796,BDL,OAK,2625,42,301.22,WN,0.9275,294.7,WN,0.9275,294.7,,,201831052913796BDLOAK
Table1a,2018,3,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,12264,BDL,IAD,326,217,133.92,UA,0.9945,133.77,UA,0.9945,133.77,,,201831052912264BDLIAD
Table1a,2018,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,13891,BDL,ONT,2527,33,364.71,WN,0.4444,338.71,UA,0.134,334.91,,,201831052913891BDLONT
Table1a,2018,3,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",10529,11697,BDL,FLL,1194,672,154.14,B6,0.5592,161.85,WN,0.3037,150.61,,,201831052911697BDLFLL
Table1a,2018,3,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,11278,BDL,DCA,326,488,144.73,B6,0.4951,119.15,B6,0.4951,119.15,,,201831052911278BDLDCA
Table1a,2018,3,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,10821,BDL,BWI,326,326,174.24,WN,0.9887,174.05,WN,0.9887,174.05,,,201831052910821BDLBWI
Table1a,2018,3,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",10529,15304,BDL,TPA,1111,780,150.41,WN,0.5359,146.03,WN,0.5359,146.03,,,201831052915304BDLTPA
Table1a,2018,3,30529,30466,"Hartford, CT","Phoenix, AZ",10529,14107,BDL,PHX,2213,213,298.39,AA,0.4002,306.34,WN,0.3004,272.92,,,201831052914107BDLPHX
Table1a,2018,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,10800,BDL,BUR,2527,18,275.11,WN,0.9383,268.26,WN,0.9383,268.26,,,201831052910800BDLBUR
Table1a,2018,3,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,14771,BDL,SFO,2625,385,285.56,UA,0.5047,299.18,AA,0.2465,253.13,,,201831052914771BDLSFO
Table1a,2018,3,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,14908,BDL,SNA,2527,78,351.14,UA,0.2647,326.45,WN,0.2199,299.23,,,201831052914908BDLSNA
Table1a,2018,3,31453,33198,"Houston, TX","Kansas City, MO",12266,13198,IAH,MCI,666,245,238.61,UA,0.9369,237.42,UA,0.9369,237.42,,,201831226613198IAHMCI
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,13891,IAH,ONT,1390,55,305.72,AA,0.6746,310.09,AA,0.6746,310.09,,,201831226613891IAHONT
Table1a,2018,3,31453,31454,"Houston, TX","Orlando, FL",12266,13204,IAH,MCO,854,932,171.38,UA,0.7744,185.9,NK,0.1962,99.02,,,201831226613204IAHMCO
Table1a,2018,3,31453,33244,"Houston, TX","Memphis, TN",12266,13244,IAH,MEM,484,213,226.47,UA,0.9499,223.53,UA,0.9499,223.53,,,201831226613244IAHMEM
Table1a,2018,3,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",12266,13303,IAH,MIA,966,754,205.62,AA,0.5735,196.04,AA,0.5735,196.04,,,201831226613303IAHMIA
Table1a,2018,3,31453,33316,"Houston, TX","Omaha, NE",12266,13871,IAH,OMA,804,155,209.15,UA,0.8974,209.5,F9,0.0119,118.94,,,201831226613871IAHOMA
Table1a,2018,3,31453,33342,"Houston, TX","Milwaukee, WI",12266,13342,IAH,MKE,1004,182,226.19,UA,0.8198,221.73,UA,0.8198,221.73,,,201831226613342IAHMKE
Table1a,2018,3,31453,33851,"Houston, TX","Oklahoma City, OK",12266,13851,IAH,OKC,419,327,246.14,UA,0.9667,246.07,UA,0.9667,246.07,,,201831226613851IAHOKC
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12266,13796,IAH,OAK,1649,258,114.67,NK,0.9229,96.65,NK,0.9229,96.65,,,201831226613796IAHOAK
Table1a,2018,3,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",12266,13487,IAH,MSP,1057,708,214.22,DL,0.4435,225.07,DL,0.4435,225.07,,,201831226613487IAHMSP
Table1a,2018,3,31453,33495,"Houston, TX","New Orleans, LA",12266,13495,IAH,MSY,305,502,185.79,UA,0.9217,192.54,NK,0.0647,87.06,,,201831226613495IAHMSY
Table1a,2018,3,31453,30693,"Houston, TX","Nashville, TN",12191,10693,HOU,BNA,670,444,225.54,WN,0.9809,224.2,WN,0.9809,224.2,,,201831219110693HOUBNA
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,10800,HOU,BUR,1390,40,252.68,WN,0.9783,251.77,AA,0.0108,212.62,,,201831219110800HOUBUR
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12191,10821,HOU,BWI,1246,576,206.02,WN,0.9677,205.93,DL,0.023,198.44,,,201831219110821HOUBWI
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12191,11278,HOU,DCA,1246,458,210.42,WN,0.9813,208.17,WN,0.9813,208.17,,,201831219111278HOUDCA
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,11618,HOU,EWR,1465,87,222.75,WN,0.7556,207.11,WN,0.7556,207.11,,,201831219111618HOUEWR
Table1a,2018,3,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",12191,11697,HOU,FLL,966,311,184.83,WN,0.9752,182.9,WN,0.9752,182.9,,,201831219111697HOUFLL
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12197,HOU,HPN,1465,6,271.42,DL,0.9138,269.28,DL,0.9138,269.28,,,201831219112197HOUHPN
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12191,12264,HOU,IAD,1246,22,228.45,WN,0.6244,201.33,WN,0.6244,201.33,,,201831219112264HOUIAD
Table1a,2018,3,31453,32337,"Houston, TX","Indianapolis, IN",12191,12339,HOU,IND,861,206,220.74,WN,0.9503,216.33,WN,0.9503,216.33,,,201831219112339HOUIND
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12391,HOU,ISP,1465,19,267.98,WN,0.9832,268.75,WN,0.9832,268.75,,,201831219112391HOUISP
Table1a,2018,3,31453,31136,"Houston, TX","Jacksonville, FL",12191,12451,HOU,JAX,817,91,240.47,WN,0.8565,231.03,WN,0.8565,231.03,,,201831219112451HOUJAX
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12478,HOU,JFK,1465,216,225.92,B6,0.9518,221.33,B6,0.9518,221.33,,,201831219112478HOUJFK
Table1a,2018,3,31453,32211,"Houston, TX","Las Vegas, NV",12191,12889,HOU,LAS,1235,825,181.68,WN,0.9933,181.08,WN,0.9933,181.08,,,201831219112889HOULAS
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12892,HOU,LAX,1390,752,202.97,WN,0.9853,201.6,WN,0.9853,201.6,,,201831219112892HOULAX
Table1a,2018,3,31453,32896,"Houston, TX","Lubbock, TX",12191,12896,HOU,LBB,474,132,193.88,WN,0.9694,191.2,WN,0.9694,191.2,,,201831219112896HOULBB
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12953,HOU,LGA,1465,512,213.69,WN,0.9692,211.16,WN,0.9692,211.16,,,201831219112953HOULGA
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12954,HOU,LGB,1390,3,207,WN,0.9677,207.27,WN,0.9677,207.27,,,201831219112954HOULGB
Table1a,2018,3,31453,33158,"Houston, TX","Midland/Odessa, TX",12191,13158,HOU,MAF,441,397,265.57,WN,0.9942,264.92,WN,0.9942,264.92,,,201831219113158HOUMAF
Table1a,2018,3,31453,33198,"Houston, TX","Kansas City, MO",12191,13198,HOU,MCI,666,351,202.5,WN,0.987,201.73,WN,0.987,201.73,,,201831219113198HOUMCI
Table1a,2018,3,31453,31454,"Houston, TX","Orlando, FL",12191,13204,HOU,MCO,854,534,184.29,WN,0.9802,183.08,WN,0.9802,183.08,,,201831219113204HOUMCO
Table1a,2018,3,31453,33244,"Houston, TX","Memphis, TN",12191,13244,HOU,MEM,484,161,197.55,WN,0.9623,195.05,WN,0.9623,195.05,,,201831219113244HOUMEM
Table1a,2018,3,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",12191,13303,HOU,MIA,966,9,306.49,DL,0.6429,285.81,DL,0.6429,285.81,,,201831219113303HOUMIA
Table1a,2018,3,31453,33342,"Houston, TX","Milwaukee, WI",12191,13342,HOU,MKE,1004,178,175,WN,0.9517,172.59,WN,0.9517,172.59,,,201831219113342HOUMKE
Table1a,2018,3,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",12191,13487,HOU,MSP,1057,70,228.96,WN,0.9043,217.74,WN,0.9043,217.74,,,201831219113487HOUMSP
Table1a,2018,3,31453,33495,"Houston, TX","New Orleans, LA",12191,13495,HOU,MSY,305,793,174.52,WN,0.999,174.49,WN,0.999,174.49,,,201831219113495HOUMSY
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12191,13796,HOU,OAK,1649,368,241.24,WN,0.9888,241.28,WN,0.9888,241.28,,,201831219113796HOUOAK
Table1a,2018,3,31453,33851,"Houston, TX","Oklahoma City, OK",12191,13851,HOU,OKC,419,294,208.82,WN,0.9845,208.31,WN,0.9845,208.31,,,201831219113851HOUOKC
Table1a,2018,3,31453,33316,"Houston, TX","Omaha, NE",12191,13871,HOU,OMA,804,151,161.71,WN,0.9769,159.85,WN,0.9769,159.85,,,201831219113871HOUOMA
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,13891,HOU,ONT,1390,76,261.15,WN,0.9241,254.86,WN,0.9241,254.86,,,201831219113891HOUONT
Table1a,2018,3,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",12191,13931,HOU,ORF,1209,52,252.8,WN,0.6168,243.7,WN,0.6168,243.7,,,201831219113931HOUORF
Table1a,2018,3,31453,34057,"Houston, TX","Portland, OR",12191,14057,HOU,PDX,1843,128,257.24,WN,0.9524,252.76,WN,0.9524,252.76,,,201831219114057HOUPDX
Table1a,2018,3,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",12191,14098,HOU,PHF,1209,4,351.06,DL,0.9744,355.54,DL,0.9744,355.54,,,201831219114098HOUPHF
Table1a,2018,3,31453,34100,"Houston, TX","Philadelphia, PA",12191,14100,HOU,PHL,1336,156,231.12,WN,0.8611,218.75,WN,0.8611,218.75,,,201831219114100HOUPHL
Table1a,2018,3,31453,30466,"Houston, TX","Phoenix, AZ",12191,14107,HOU,PHX,1020,460,231.83,WN,0.9858,230.52,WN,0.9858,230.52,,,201831219114107HOUPHX
Table1a,2018,3,31453,30198,"Houston, TX","Pittsburgh, PA",12191,14122,HOU,PIT,1131,209,231.04,WN,0.9511,227.42,WN,0.9511,227.42,,,201831219114122HOUPIT
Table1a,2018,3,31453,34492,"Houston, TX","Raleigh/Durham, NC",12191,14492,HOU,RDU,1050,172,199.42,WN,0.9095,192.61,WN,0.9095,192.61,,,201831219114492HOURDU
Table1a,2018,3,31453,34524,"Houston, TX","Richmond, VA",12191,14524,HOU,RIC,1166,60,215.68,WN,0.6286,203.68,WN,0.6286,203.68,,,201831219114524HOURIC
Table1a,2018,3,31453,33570,"Houston, TX","San Diego, CA",12191,14679,HOU,SAN,1313,328,227.04,WN,0.9844,226.01,WN,0.9844,226.01,,,201831219114679HOUSAN
Table1a,2018,3,31453,33214,"Houston, TX","San Antonio, TX",12191,14683,HOU,SAT,192,163,183.63,WN,0.9987,183.72,WN,0.9987,183.72,,,201831219114683HOUSAT
Table1a,2018,3,31453,33044,"Houston, TX","Louisville, KY",12191,14730,HOU,SDF,803,53,220.55,WN,0.6384,202.38,WN,0.6384,202.38,,,201831219114730HOUSDF
Table1a,2018,3,31453,30559,"Houston, TX","Seattle, WA",12191,14747,HOU,SEA,1894,133,269.56,WN,0.8886,263.05,WN,0.8886,263.05,,,201831219114747HOUSEA
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12191,14771,HOU,SFO,1649,104,226.35,WN,0.8403,219.07,WN,0.8403,219.07,,,201831219114771HOUSFO
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12191,14831,HOU,SJC,1649,222,230.65,WN,0.9745,229.18,WN,0.9745,229.18,,,201831219114831HOUSJC
Table1a,2018,3,31453,34614,"Houston, TX","Salt Lake City, UT",12191,14869,HOU,SLC,1214,92,277.25,WN,0.9228,275.48,WN,0.9228,275.48,,,201831219114869HOUSLC
Table1a,2018,3,31453,33192,"Houston, TX","Sacramento, CA",12191,14893,HOU,SMF,1624,152,222.58,WN,0.9599,221.24,WN,0.9599,221.24,,,201831219114893HOUSMF
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,14908,HOU,SNA,1390,234,244.26,WN,0.9619,243.15,WN,0.9619,243.15,,,201831219114908HOUSNA
Table1a,2018,3,31453,31123,"Houston, TX","St. Louis, MO",12191,15016,HOU,STL,687,374,227.23,WN,0.9753,225.91,WN,0.9753,225.91,,,201831219115016HOUSTL
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,15070,HOU,SWF,1465,0,529,AA,1,529,AA,1,529,,,201831219115070HOUSWF
Table1a,2018,3,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",12191,15304,HOU,TPA,787,295,178.91,WN,0.9764,176.72,WN,0.9764,176.72,,,201831219115304HOUTPA
Table1a,2018,3,31453,34653,"Houston, TX","Tulsa, OK",12191,15370,HOU,TUL,453,306,214.96,WN,0.9805,214.39,WN,0.9805,214.39,,,201831219115370HOUTUL
Table1a,2018,3,31453,34653,"Houston, TX","Tulsa, OK",12266,15370,IAH,TUL,453,285,238.38,UA,0.9585,237.26,UA,0.9585,237.26,,,201831226615370IAHTUL
Table1a,2018,3,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",12266,15304,IAH,TPA,787,443,175.4,UA,0.8456,179.89,NK,0.1194,111.12,,,201831226615304IAHTPA
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,15070,IAH,SWF,1465,5,370.26,AA,0.6383,378.7,DL,0.3191,352.23,,,201831226615070IAHSWF
Table1a,2018,3,31453,31123,"Houston, TX","St. Louis, MO",12266,15016,IAH,STL,687,236,265.92,UA,0.9429,264.35,UA,0.9429,264.35,,,201831226615016IAHSTL
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,14908,IAH,SNA,1390,342,309.75,UA,0.8955,312.64,AA,0.0734,295.53,,,201831226614908IAHSNA
Table1a,2018,3,31453,33192,"Houston, TX","Sacramento, CA",12266,14893,IAH,SMF,1624,224,269.79,UA,0.7144,281.95,AA,0.1884,229.8,,,201831226614893IAHSMF
Table1a,2018,3,31453,30693,"Houston, TX","Nashville, TN",12266,10693,IAH,BNA,670,310,238.99,UA,0.9278,236.01,UA,0.9278,236.01,,,201831226610693IAHBNA
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,10800,IAH,BUR,1390,42,201,AA,0.5155,192.68,AA,0.5155,192.68,,,201831226610800IAHBUR
Table1a,2018,3,31453,34614,"Houston, TX","Salt Lake City, UT",12266,14869,IAH,SLC,1214,476,277.46,UA,0.5814,289.07,DL,0.3168,285.95,,,201831226614869IAHSLC
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12266,10821,IAH,BWI,1246,571,177.55,UA,0.4771,229.96,NK,0.426,105.11,,,201831226610821IAHBWI
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12266,11278,IAH,DCA,1246,568,311.72,UA,0.9183,312.11,DL,0.0178,301.83,,,201831226611278IAHDCA
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12266,14831,IAH,SJC,1649,201,271.22,UA,0.7816,270.58,UA,0.7816,270.58,,,201831226614831IAHSJC
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,11618,IAH,EWR,1465,1711,278.15,UA,0.7334,328.8,NK,0.2189,111.56,,,201831226611618IAHEWR
Table1a,2018,3,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",12266,14771,IAH,SFO,1649,1025,346.76,UA,0.873,358.77,AA,0.0731,239.11,,,201831226614771IAHSFO
Table1a,2018,3,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",12266,11697,IAH,FLL,966,749,171.09,UA,0.6798,200,NK,0.2916,96.87,,,201831226611697IAHFLL
Table1a,2018,3,31453,30559,"Houston, TX","Seattle, WA",12266,14747,IAH,SEA,1894,1208,234.71,UA,0.5353,276.47,NK,0.1545,90.6,,,201831226614747IAHSEA
Table1a,2018,3,31453,33044,"Houston, TX","Louisville, KY",12266,14730,IAH,SDF,803,166,249.34,UA,0.794,252.22,AA,0.1089,229.06,,,201831226614730IAHSDF
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,12197,IAH,HPN,1465,19,257.19,AA,0.5393,232.79,AA,0.5393,232.79,,,201831226612197IAHHPN
Table1a,2018,3,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",12266,12264,IAH,IAD,1246,360,300.28,UA,0.9478,300.33,AA,0.0238,292.08,,,201831226612264IAHIAD
Table1a,2018,3,31453,33214,"Houston, TX","San Antonio, TX",12266,14683,IAH,SAT,192,131,198.19,UA,0.9942,198.33,UA,0.9942,198.33,,,201831226614683IAHSAT
Table1a,2018,3,31453,33570,"Houston, TX","San Diego, CA",12266,14679,IAH,SAN,1313,664,206.02,UA,0.6871,247.06,NK,0.27,93.98,,,201831226614679IAHSAN
Table1a,2018,3,31453,34524,"Houston, TX","Richmond, VA",12266,14524,IAH,RIC,1166,139,273.86,UA,0.5192,300.15,AA,0.2494,232.61,,,201831226614524IAHRIC
Table1a,2018,3,31453,32337,"Houston, TX","Indianapolis, IN",12266,12339,IAH,IND,861,234,275.78,UA,0.9042,272.1,UA,0.9042,272.1,,,201831226612339IAHIND
Table1a,2018,3,31453,34492,"Houston, TX","Raleigh/Durham, NC",12266,14492,IAH,RDU,1050,385,202.09,UA,0.7006,227.65,F9,0.2079,84.06,,,201831226614492IAHRDU
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,12391,IAH,ISP,1465,3,293.74,AA,1,293.74,AA,1,293.74,,,201831226612391IAHISP
Table1a,2018,3,31453,30198,"Houston, TX","Pittsburgh, PA",12266,14122,IAH,PIT,1131,405,303.28,UA,0.89,310.41,NK,0.0274,91.48,,,201831226614122IAHPIT
Table1a,2018,3,31453,31136,"Houston, TX","Jacksonville, FL",12266,12451,IAH,JAX,817,172,280.94,UA,0.8607,276.35,UA,0.8607,276.35,,,201831226612451IAHJAX
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,12478,IAH,JFK,1465,53,287.64,AA,0.7236,269.97,AA,0.7236,269.97,,,201831226612478IAHJFK
Table1a,2018,3,31453,30466,"Houston, TX","Phoenix, AZ",12266,14107,IAH,PHX,1020,433,260.41,UA,0.6292,255.5,UA,0.6292,255.5,,,201831226614107IAHPHX
Table1a,2018,3,31453,32211,"Houston, TX","Las Vegas, NV",12266,12889,IAH,LAS,1235,1101,196.94,UA,0.671,229.78,NK,0.2938,116.38,,,201831226612889IAHLAS
Table1a,2018,3,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,12892,IAH,LAX,1390,2000,208.71,UA,0.5729,245.71,NK,0.2396,129.5,,,201831226612892IAHLAX
Table1a,2018,3,31453,32896,"Houston, TX","Lubbock, TX",12266,12896,IAH,LBB,474,116,240.87,UA,0.8817,238,UA,0.8817,238,,,201831226612896IAHLBB
Table1a,2018,3,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12266,12953,IAH,LGA,1465,1443,286.43,UA,0.648,292.95,DL,0.268,272.13,,,201831226612953IAHLGA
Table1a,2018,3,31453,34100,"Houston, TX","Philadelphia, PA",12266,14100,IAH,PHL,1336,780,294.55,UA,0.527,311.24,UA,0.527,311.24,,,201831226614100IAHPHL
