tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,2017,3,30977,33105,"Chicago, IL","Cincinnati, OH",78110,124.32,227.08,38840,-102.77,-0.4526,39270,1.0111,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2017,3,30977,33192,"Chicago, IL","Sacramento, CA",65590,231.92,304.41,47530,-72.49,-0.2381,18060,0.38,"Chicago, IL
(41.775002, -87.696388)","Sacramento, CA
(38.582087, -121.50012)"
Table 4,2017,3,30977,33214,"Chicago, IL","San Antonio, TX",90510,171.5,239.98,69160,-68.49,-0.2854,21350,0.3087,"Chicago, IL
(41.775002, -87.696388)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2017,3,30977,33851,"Chicago, IL","Oklahoma City, OK",34360,181.97,236.64,30440,-54.68,-0.231,3920,0.1288,"Chicago, IL
(41.775002, -87.696388)","Oklahoma City, OK
(35.468494, -97.521264)"
Table 4,2017,3,31003,30325,"Cedar Rapids/Iowa City, IA","Denver, CO",21480,156.11,198.38,15090,-42.28,-0.2131,6390,0.4235,"Cedar Rapids/Iowa City, IA
(41.978122, -91.669808)","Denver, CO
(39.738453, -104.984853)"
Table 4,2017,3,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",22380,168.87,214.57,23500,-45.7,-0.213,-1120,-0.0477,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2017,3,31295,34100,"Detroit, MI","Philadelphia, PA",70340,173.69,226.25,57100,-52.55,-0.2323,13240,0.2319,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2017,3,31453,30198,"Houston, TX","Pittsburgh, PA",52480,230.85,293.77,48750,-62.92,-0.2142,3730,0.0765,"Houston, TX
(29.760803, -95.369506)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2017,3,31453,30559,"Houston, TX","Seattle, WA",116890,202.96,258.77,97040,-55.81,-0.2157,19850,0.2046,"Houston, TX
(29.760803, -95.369506)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2017,3,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",64460,141.45,186.73,62730,-45.28,-0.2425,1730,0.0276,"Houston, TX
(29.760803, -95.369506)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2017,3,31453,33316,"Houston, TX","Omaha, NE",25240,181.07,285.73,16200,-104.66,-0.3663,9040,0.558,"Houston, TX
(29.760803, -95.369506)","Omaha, NE
(46.07035, -93.666319)"
Table 4,2017,3,31453,33495,"Houston, TX","New Orleans, LA",117570,140.44,193.36,116250,-52.92,-0.2737,1320,0.0114,"Houston, TX
(29.760803, -95.369506)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2017,3,31453,34100,"Houston, TX","Philadelphia, PA",84710,218.24,332.42,68270,-114.18,-0.3435,16440,0.2408,"Houston, TX
(29.760803, -95.369506)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2017,3,31453,34492,"Houston, TX","Raleigh/Durham, NC",40720,205.26,258.94,33620,-53.68,-0.2073,7100,0.2112,"Houston, TX
(29.760803, -95.369506)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2017,3,31454,33570,"Orlando, FL","San Diego, CA",67430,175.11,251.43,46820,-76.32,-0.3035,20610,0.4402,"Orlando, FL
(28.538331, -81.378879)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,3,31504,30852,"Valparaiso, FL","Washington, DC (Metropolitan Area)",16870,209.05,282.54,11900,-73.49,-0.2601,4970,0.4176,"Valparaiso, FL
(41.478143, -87.055372)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2017,3,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",55070,201.24,271.02,39720,-69.78,-0.2575,15350,0.3865,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2017,3,31986,31650,"Grand Rapids, MI","Minneapolis/St. Paul, MN",21650,212.39,280.06,18190,-67.67,-0.2416,3460,0.1902,"Grand Rapids, MI
(47.925705, -97.036068)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2017,3,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",74920,172.16,257.58,48640,-85.42,-0.3316,26280,0.5403,"Las Vegas, NV
(36.169202, -115.140597)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2017,3,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",49740,221.13,283.2,41480,-62.07,-0.2192,8260,0.1991,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2017,3,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",53720,113.89,150.15,38610,-36.25,-0.2414,15110,0.3914,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2017,3,33105,30466,"Cincinnati, OH","Phoenix, AZ",34290,133.06,170.22,27200,-37.16,-0.2183,7090,0.2607,"Cincinnati, OH
(39.104427, -84.513808)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2017,3,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",86340,125.55,193.79,48700,-68.23,-0.3521,37640,0.7729,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2017,3,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",29850,239.64,366.15,19540,-126.51,-0.3455,10310,0.5276,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2017,3,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",122500,172.45,254.66,88660,-82.21,-0.3228,33840,0.3817,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2017,3,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",63060,197.33,270.54,39870,-73.21,-0.2706,23190,0.5816,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2017,3,33105,33570,"Cincinnati, OH","San Diego, CA",24060,190.14,308.99,11670,-118.85,-0.3846,12390,1.0617,"Cincinnati, OH
(39.104427, -84.513808)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,3,33192,33570,"Sacramento, CA","San Diego, CA",200860,122.59,160.7,149060,-38.11,-0.2371,51800,0.3475,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,3,33192,34614,"Sacramento, CA","Salt Lake City, UT",43610,154.03,237.58,27720,-83.55,-0.3517,15890,0.5732,"Sacramento, CA
(38.582087, -121.50012)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 4,2017,3,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",152170,169.12,219.1,115020,-49.98,-0.2281,37150,0.323,"New Orleans, LA
(29.950621, -90.074948)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2017,3,33495,31454,"New Orleans, LA","Orlando, FL",56950,124.75,163.2,47340,-38.45,-0.2356,9610,0.203,"New Orleans, LA
(29.950621, -90.074948)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2017,3,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",20010,170.72,235.61,14200,-64.88,-0.2754,5810,0.4092,"New Orleans, LA
(29.950621, -90.074948)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2017,3,33851,31454,"Oklahoma City, OK","Orlando, FL",19000,197.18,250.13,13210,-52.95,-0.2117,5790,0.4383,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2017,3,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",41000,157.93,293.37,19510,-135.44,-0.4617,21490,1.1015,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2017,4,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",17550,190.24,258.01,12150,-67.77,-0.2627,5400,0.4444,"Colorado Springs, CO
(38.835224, -104.819798)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2017,4,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",70700,190.18,241.24,57710,-51.06,-0.2117,12990,0.2251,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2017,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",311270,144.32,190.33,251210,-46.02,-0.2418,60060,0.2391,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)"
Table 4,2017,4,30423,30466,"Austin, TX","Phoenix, AZ",77010,181.29,232.31,66160,-51.02,-0.2196,10850,0.164,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2017,4,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",20590,205.67,264.02,15160,-58.35,-0.221,5430,0.3582,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 4,2017,4,30423,32337,"Austin, TX","Indianapolis, IN",23970,191.45,272.82,15400,-81.37,-0.2983,8570,0.5565,"Austin, TX
(30.264979, -97.746598)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,2017,4,30423,33198,"Austin, TX","Kansas City, MO",25500,190.85,241.99,17930,-51.14,-0.2113,7570,0.4222,"Austin, TX
(30.264979, -97.746598)","Kansas City, MO
(39.099792, -94.578559)"
Table 4,2017,4,30423,33495,"Austin, TX","New Orleans, LA",38150,163.73,213.61,29570,-49.88,-0.2335,8580,0.2902,"Austin, TX
(30.264979, -97.746598)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2017,4,30423,33570,"Austin, TX","San Diego, CA",60560,183.63,253.79,40340,-70.16,-0.2764,20220,0.5012,"Austin, TX
(30.264979, -97.746598)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,4,30423,34057,"Austin, TX","Portland, OR",41520,190.65,255.47,32490,-64.82,-0.2537,9030,0.2779,"Austin, TX
(30.264979, -97.746598)","Portland, OR
(45.516018, -122.681425)"
Table 4,2017,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",29310,167.55,221.79,15020,-54.24,-0.2446,14290,0.9514,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2017,4,30466,33214,"Phoenix, AZ","San Antonio, TX",58440,185.01,238.7,44040,-53.69,-0.2249,14400,0.327,"Phoenix, AZ
(30.406931, -87.217578)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2017,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",65380,159.83,215.1,61100,-55.28,-0.257,4280,0.07,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2017,4,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",18500,156.37,267.3,10080,-110.93,-0.415,8420,0.8353,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2017,4,30647,33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",19510,183.25,236.22,16150,-52.96,-0.2242,3360,0.208,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2017,4,30977,33105,"Chicago, IL","Cincinnati, OH",78990,133.2,229.98,41960,-96.78,-0.4208,37030,0.8825,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2017,4,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",44100,184.6,233.47,36540,-48.87,-0.2093,7560,0.2069,"St. Louis, MO
(38.630276, -90.200309)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2017,4,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",61840,244.6,308.97,42120,-64.37,-0.2083,19720,0.4682,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2017,4,32211,33244,"Las Vegas, NV","Memphis, TN",30900,167.78,211.46,23180,-43.68,-0.2066,7720,0.333,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2017,4,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",53220,192.76,270.64,39350,-77.87,-0.2877,13870,0.3525,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2017,4,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",64520,117.02,148.14,43360,-31.12,-0.2101,21160,0.488,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2017,4,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",85770,130.84,198.43,54590,-67.59,-0.3406,31180,0.5712,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2017,4,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",128720,185.86,255.15,96990,-69.3,-0.2716,31730,0.3272,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2017,4,33105,33570,"Cincinnati, OH","San Diego, CA",17950,245.09,308.69,11110,-63.6,-0.206,6840,0.6157,"Cincinnati, OH
(39.104427, -84.513808)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,4,33192,33570,"Sacramento, CA","San Diego, CA",196130,122.83,159.28,154430,-36.45,-0.2288,41700,0.27,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2017,4,33342,30693,"Milwaukee, WI","Nashville, TN",23380,126.13,222.22,8370,-96.09,-0.4324,15010,1.7933,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2017,4,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",26270,188.81,236.05,19300,-47.24,-0.2001,6970,0.3611,"New Orleans, LA
(29.950621, -90.074948)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2017,4,33851,31454,"Oklahoma City, OK","Orlando, FL",29690,196.94,252.46,20310,-55.51,-0.2199,9380,0.4618,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2017,4,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",45270,171.96,267.13,24360,-95.16,-0.3562,20910,0.8584,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2018,1,30140,30325,"Albuquerque, NM","Denver, CO",34690,130.49,184.71,32440,-54.22,-0.2936,2250,0.0694,"Albuquerque, NM
(35.084248, -106.649241)","Denver, CO
(39.738453, -104.984853)"
Table 4,2018,1,30140,30466,"Albuquerque, NM","Phoenix, AZ",69190,132.5,177.48,56130,-44.98,-0.2534,13060,0.2327,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2018,1,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",51920,178.91,232.83,43320,-53.93,-0.2316,8600,0.1985,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2018,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",82710,149.12,186.73,68330,-37.61,-0.2014,14380,0.2104,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 4,2018,1,30140,33570,"Albuquerque, NM","San Diego, CA",32080,135.27,179.06,25360,-43.79,-0.2445,6720,0.265,"Albuquerque, NM
(35.084248, -106.649241)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",24210,156.86,198.42,16510,-41.56,-0.2094,7700,0.4664,"Colorado Springs, CO
(38.835224, -104.819798)","Dallas/Fort Worth, TX
(40.11086, -77.035636)"
Table 4,2018,1,30325,31136,"Denver, CO","Jacksonville, FL",33610,210.83,274.74,23770,-63.92,-0.2326,9840,0.414,"Denver, CO
(39.738453, -104.984853)","Jacksonville, FL
(30.325968, -81.65676)"
Table 4,2018,1,30325,33851,"Denver, CO","Oklahoma City, OK",42660,144.86,184.42,36090,-39.56,-0.2145,6570,0.182,"Denver, CO
(39.738453, -104.984853)","Oklahoma City, OK
(35.468494, -97.521264)"
Table 4,2018,1,30325,34262,"Denver, CO","Palm Springs, CA",19420,205.56,294.52,14840,-88.95,-0.302,4580,0.3086,"Denver, CO
(39.738453, -104.984853)","Palm Springs, CA
(33.830302, -116.546843)"
Table 4,2018,1,30397,30423,"Atlanta, GA (Metropolitan Area)","Austin, TX",80190,187.2,239.62,66920,-52.42,-0.2187,13270,0.1983,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Austin, TX
(30.264979, -97.746598)"
Table 4,2018,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",207630,144.63,182.31,191870,-37.68,-0.2067,15760,0.0821,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)"
Table 4,2018,1,30423,30466,"Austin, TX","Phoenix, AZ",71250,186.52,248.82,61160,-62.3,-0.2504,10090,0.165,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2018,1,30423,30977,"Austin, TX","Chicago, IL",117510,209.17,271.97,87800,-62.8,-0.2309,29710,0.3384,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)"
Table 4,2018,1,30423,32337,"Austin, TX","Indianapolis, IN",19540,196.59,252.19,15460,-55.6,-0.2205,4080,0.2639,"Austin, TX
(30.264979, -97.746598)","Indianapolis, IN
(39.76845, -86.156212)"
Table 4,2018,1,30423,33495,"Austin, TX","New Orleans, LA",39650,167.34,217.62,28200,-50.28,-0.2311,11450,0.406,"Austin, TX
(30.264979, -97.746598)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2018,1,30423,33570,"Austin, TX","San Diego, CA",51270,193.2,275.96,37260,-82.76,-0.2999,14010,0.376,"Austin, TX
(30.264979, -97.746598)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",62040,221.36,295.07,50910,-73.7,-0.2498,11130,0.2186,"Phoenix, AZ
(30.406931, -87.217578)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,30529,31453,"Hartford, CT","Houston, TX",15890,268.66,341.06,14240,-72.4,-0.2123,1650,0.1159,"Hartford, CT
(41.765775, -72.673356)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,2,30140,30325,"Albuquerque, NM","Denver, CO",47010,136.09,188.82,35090,-52.73,-0.2792,11920,0.3397,"Albuquerque, NM
(35.084248, -106.649241)","Denver, CO
(39.738453, -104.984853)"
Table 4,2018,2,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",23570,255.19,328.22,16870,-73.03,-0.2225,6700,0.3972,"Colorado Springs, CO
(38.835224, -104.819798)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2018,2,30325,31136,"Denver, CO","Jacksonville, FL",39560,210.37,270.84,25980,-60.47,-0.2233,13580,0.5227,"Denver, CO
(39.738453, -104.984853)","Jacksonville, FL
(30.325968, -81.65676)"
Table 4,2018,2,30325,31986,"Denver, CO","Grand Rapids, MI",30730,206.65,261.52,18850,-54.86,-0.2098,11880,0.6302,"Denver, CO
(39.738453, -104.984853)","Grand Rapids, MI
(47.925705, -97.036068)"
Table 4,2018,2,30325,33044,"Denver, CO","Louisville, KY",21550,199.66,267.89,15500,-68.23,-0.2547,6050,0.3903,"Denver, CO
(39.738453, -104.984853)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2018,2,30325,33728,"Denver, CO","Pensacola, FL",21330,190.49,262.13,11720,-71.65,-0.2733,9610,0.82,"Denver, CO
(39.738453, -104.984853)","Pensacola, FL
(30.406931, -87.217578)"
Table 4,2018,2,30423,30466,"Austin, TX","Phoenix, AZ",77720,184.68,233.62,61690,-48.94,-0.2095,16030,0.2598,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2018,2,30423,31066,"Austin, TX","Columbus, OH",20690,195.8,280.06,14150,-84.26,-0.3009,6540,0.4622,"Austin, TX
(30.264979, -97.746598)","Columbus, OH
(39.962649, -82.996216)"
Table 4,2018,2,30423,33192,"Austin, TX","Sacramento, CA",29300,216.34,271.21,19270,-54.87,-0.2023,10030,0.5205,"Austin, TX
(30.264979, -97.746598)","Sacramento, CA
(38.582087, -121.50012)"
Table 4,2018,2,30599,30325,"Birmingham, AL","Denver, CO",20610,222.78,325.7,11060,-102.92,-0.316,9550,0.8635,"Birmingham, AL
(33.522859, -86.807705)","Denver, CO
(39.738453, -104.984853)"
Table 4,2018,2,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",27230,115.64,276.68,10280,-161.03,-0.582,16950,1.6488,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2018,2,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",105480,143.95,205.55,92090,-61.6,-0.2997,13390,0.1454,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)"
Table 4,2018,2,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",168190,178.71,261.34,135340,-82.63,-0.3162,32850,0.2427,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2018,2,30792,30325,"Buffalo, NY","Denver, CO",21450,197.88,260.51,15290,-62.63,-0.2404,6160,0.4029,"Buffalo, NY
(39.945422, -78.64671)","Denver, CO
(39.738453, -104.984853)"
Table 4,2018,2,30977,30559,"Chicago, IL","Seattle, WA",240310,208.07,266.08,198590,-58.01,-0.218,41720,0.2101,"Chicago, IL
(41.775002, -87.696388)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2018,2,30977,30615,"Chicago, IL","El Paso, TX",25060,202.57,274.6,20140,-72.03,-0.2623,4920,0.2443,"Chicago, IL
(41.775002, -87.696388)","El Paso, TX
(31.76006, -106.492257)"
Table 4,2018,2,30994,30325,"Charleston, SC","Denver, CO",29940,201.77,284.29,20670,-82.52,-0.2903,9270,0.4485,"Charleston, SC
(32.77647, -79.931027)","Denver, CO
(39.738453, -104.984853)"
Table 4,2018,2,30994,30977,"Charleston, SC","Chicago, IL",72190,183.57,230.32,50020,-46.75,-0.203,22170,0.4432,"Charleston, SC
(32.77647, -79.931027)","Chicago, IL
(41.775002, -87.696388)"
Table 4,2018,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",57390,163.43,223.45,49550,-60.02,-0.2686,7840,0.1582,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2018,1,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",19400,118.49,268.41,9720,-149.93,-0.5586,9680,0.9959,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2018,1,30647,33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",23480,169.13,222.69,16690,-53.56,-0.2405,6790,0.4068,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2018,1,30977,33105,"Chicago, IL","Cincinnati, OH",68630,133.35,222.91,42350,-89.56,-0.4018,26280,0.6205,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)"
Table 4,2018,1,31066,33495,"Columbus, OH","New Orleans, LA",18730,174.4,228.61,13480,-54.21,-0.2371,5250,0.3895,"Columbus, OH
(39.962649, -82.996216)","New Orleans, LA
(29.950621, -90.074948)"
Table 4,2018,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",48450,179.17,249.38,36660,-70.2,-0.2815,11790,0.3216,"St. Louis, MO
(38.630276, -90.200309)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,31295,30693,"Detroit, MI","Nashville, TN",58530,194.38,243.15,50530,-48.77,-0.2006,8000,0.1583,"Detroit, MI
(42.332916, -83.047853)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,1,31295,31453,"Detroit, MI","Houston, TX",72510,190.14,270.81,63410,-80.67,-0.2979,9100,0.1435,"Detroit, MI
(42.332916, -83.047853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,1,31454,30466,"Orlando, FL","Phoenix, AZ",101600,200.12,277.5,75020,-77.38,-0.2788,26580,0.3543,"Orlando, FL
(28.538331, -81.378879)","Phoenix, AZ
(30.406931, -87.217578)"
Table 4,2018,1,31454,34653,"Orlando, FL","Tulsa, OK",14900,217.74,278.3,12520,-60.56,-0.2176,2380,0.1901,"Orlando, FL
(28.538331, -81.378879)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,2018,1,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",30930,212.39,280.77,23670,-68.38,-0.2435,7260,0.3067,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2018,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",44280,261.18,347.83,31940,-86.64,-0.2491,12340,0.3864,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2018,1,32211,33044,"Las Vegas, NV","Louisville, KY",25540,197.65,248.21,21810,-50.55,-0.2037,3730,0.171,"Las Vegas, NV
(36.169202, -115.140597)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2018,1,32211,33244,"Las Vegas, NV","Memphis, TN",28690,165.17,228.51,22320,-63.34,-0.2772,6370,0.2854,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2018,1,32211,33485,"Las Vegas, NV","Madison, WI",15070,172.17,255.57,9970,-83.4,-0.3263,5100,0.5115,"Las Vegas, NV
(36.169202, -115.140597)","Madison, WI
(43.073926, -89.385244)"
Table 4,2018,1,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",53970,198.84,291.05,40080,-92.21,-0.3168,13890,0.3466,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
